Date Time,ID,Location,Floor,Total num students,Num talking,Num studying,Num eating,Num on phone,Decibel level (dBA)
4/7/2026 16:00,4,Post Office,1,0,0,0,0,0,39
4/7/2026 17:00,4,Post Office,1,0,0,0,0,0,36
4/7/2026 18:00,4,Post Office,1,0,0,0,0,0,37
4/7/2026 19:00,4,Post Office,1,0,0,0,0,0,38
4/7/2026 13:00,5,Chick-Fil-A/Panda dining area,1,51,35,4,48,6,73
4/7/2026 14:00,5,Chick-Fil-A/Panda dining area,1,46,26,1,37,4,67
4/7/2026 15:00,5,Chick-Fil-A/Panda dining area,1,38,19,4,29,3,62
4/7/2026 16:00,5,Chick-Fil-A/Panda dining area,1,35,18,2,22,0,58
4/7/2026 17:00,5,Chick-Fil-A/Panda dining area,1,33,15,4,14,1,56
4/7/2026 18:00,5,Chick-Fil-A/Panda dining area,1,29,11,10,12,2,58
4/7/2026 19:00,5,Chick-Fil-A/Panda dining area,1,27,10,11,11,3,54
4/7/2026 13:00,6,Cypress Theater dining area,1,41,26,1,31,2,74
4/7/2026 14:00,6,Cypress Theater dining area,1,32,18,4,26,1,65
4/7/2026 15:00,6,Cypress Theater dining area,1,27,13,0,17,0,59
4/7/2026 16:00,6,Cypress Theater dining area,1,23,13,3,16,0,57
4/7/2026 17:00,6,Cypress Theater dining area,1,22,11,4,13,0,57
4/7/2026 18:00,6,Cypress Theater dining area,1,19,8,9,5,0,54
4/7/2026 19:00,6,Cypress Theater dining area,1,18,7,12,7,1,53
4/7/2026 13:00,7,Southern Company BSO Space,2,10,3,6,0,1,45
4/7/2026 14:00,7,Southern Company BSO Space,2,8,0,5,0,0,41
4/7/2026 15:00,7,Southern Company BSO Space,2,8,0,4,0,0,38
4/7/2026 16:00,7,Southern Company BSO Space,2,6,0,4,0,0,36
4/7/2026 17:00,7,Southern Company BSO Space,2,8,0,4,0,0,35
4/7/2026 18:00,7,Southern Company BSO Space,2,7,0,5,0,0,39
4/7/2026 19:00,7,Southern Company BSO Space,2,14,0,11,0,0,40
4/7/2026 13:00,8,Student Organizations Hub,2,24,11,9,4,0,56
4/7/2026 14:00,8,Student Organizations Hub,2,17,8,7,0,0,50
4/7/2026 15:00,8,Student Organizations Hub,2,17,6,4,0,0,47
4/7/2026 16:00,8,Student Organizations Hub,2,15,0,4,0,0,42
4/7/2026 17:00,8,Student Organizations Hub,2,15,3,7,0,0,42
4/7/2026 18:00,8,Student Organizations Hub,2,13,2,8,0,0,42
4/7/2026 19:00,8,Student Organizations Hub,2,20,2,12,0,0,45
4/7/2026 13:00,9,Music Practice Rooms,2,8,0,1,0,0,57
4/7/2026 14:00,9,Music Practice Rooms,2,2,0,3,0,0,54
4/7/2026 15:00,9,Music Practice Rooms,2,2,0,2,0,0,51
4/7/2026 16:00,9,Music Practice Rooms,2,4,0,0,0,0,54
4/7/2026 17:00,9,Music Practice Rooms,2,3,0,1,0,0,51
4/7/2026 18:00,9,Music Practice Rooms,2,4,0,3,0,0,55
4/7/2026 19:00,9,Music Practice Rooms,2,8,0,6,0,0,56
4/7/2026 13:00,10,Student Media sitting area,2,11,7,4,4,0,50
4/7/2026 14:00,10,Student Media sitting area,2,9,2,0,0,0,48
4/7/2026 15:00,10,Student Media sitting area,2,4,0,0,0,0,47
4/7/2026 16:00,10,Student Media sitting area,2,3,1,0,0,0,43
4/7/2026 17:00,10,Student Media sitting area,2,4,1,0,0,0,42
4/7/2026 18:00,10,Student Media sitting area,2,6,0,2,0,0,45
4/7/2026 19:00,10,Student Media sitting area,2,9,3,1,0,0,47
4/7/2026 13:00,11,Dancing Goats Coffee sitting area,2,28,13,12,7,1,62
4/7/2026 14:00,11,Dancing Goats Coffee sitting area,2,23,8,13,3,0,57
4/7/2026 15:00,11,Dancing Goats Coffee sitting area,2,22,3,10,0,0,53
4/7/2026 16:00,11,Dancing Goats Coffee sitting area,2,20,5,10,0,0,48
4/7/2026 17:00,11,Dancing Goats Coffee sitting area,2,20,3,11,0,0,48
4/7/2026 18:00,11,Dancing Goats Coffee sitting area,2,22,5,13,0,0,49
4/7/2026 19:00,11,Dancing Goats Coffee sitting area,2,20,8,17,0,0,49
4/7/2026 13:00,12,Infodesk sitting area,2,16,6,3,0,2,53
4/7/2026 14:00,12,Infodesk sitting area,2,8,1,2,0,0,45
4/7/2026 15:00,12,Infodesk sitting area,2,7,0,0,0,0,42
4/7/2026 16:00,12,Infodesk sitting area,2,6,0,1,0,0,42
4/7/2026 17:00,12,Infodesk sitting area,2,7,0,2,0,0,43
4/7/2026 18:00,12,Infodesk sitting area,2,7,0,1,0,0,44
4/7/2026 19:00,12,Infodesk sitting area,2,9,0,3,0,0,44
4/7/2026 13:00,13,DePoe Eye Center sitting area,2,4,0,0,0,0,38
4/7/2026 14:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,34
4/7/2026 15:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,30
4/7/2026 16:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,28
4/7/2026 17:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,27
4/7/2026 18:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,29
4/7/2026 19:00,13,DePoe Eye Center sitting area,2,0,0,0,0,0,26
4/7/2026 13:00,14,Noodle Theory/Pop up sitting area,2,30,15,4,23,0,67
4/7/2026 14:00,14,Noodle Theory/Pop up sitting area,2,22,10,0,16,0,61
4/7/2026 15:00,14,Noodle Theory/Pop up sitting area,2,22,7,0,14,0,54
4/7/2026 16:00,14,Noodle Theory/Pop up sitting area,2,17,6,0,6,0,53
4/7/2026 17:00,14,Noodle Theory/Pop up sitting area,2,17,3,0,3,0,48
4/7/2026 18:00,14,Noodle Theory/Pop up sitting area,2,16,5,5,4,0,48
4/7/2026 19:00,14,Noodle Theory/Pop up sitting area,2,14,4,5,0,2,47
4/7/2026 13:00,15,Twisted Taco sitting area,2,33,20,0,30,3,69
4/7/2026 14:00,15,Twisted Taco sitting area,2,31,15,0,24,2,65
4/7/2026 15:00,15,Twisted Taco sitting area,2,24,13,2,16,0,57
4/7/2026 16:00,15,Twisted Taco sitting area,2,22,9,3,9,0,52
4/7/2026 17:00,15,Twisted Taco sitting area,2,22,8,3,8,0,54
4/7/2026 18:00,15,Twisted Taco sitting area,2,17,9,8,4,0,49
4/7/2026 19:00,15,Twisted Taco sitting area,2,21,9,9,3,0,52
4/7/2026 13:00,16,Twisted Taco corner sitting area,2,15,7,0,8,0,60
4/7/2026 14:00,16,Twisted Taco corner sitting area,2,16,6,0,8,0,55
4/7/2026 15:00,16,Twisted Taco corner sitting area,2,11,4,1,3,0,52
4/7/2026 16:00,16,Twisted Taco corner sitting area,2,9,2,0,0,0,49
4/7/2026 17:00,16,Twisted Taco corner sitting area,2,9,0,0,2,0,45
4/7/2026 18:00,16,Twisted Taco corner sitting area,2,13,3,3,0,0,44
4/7/2026 19:00,16,Twisted Taco corner sitting area,2,13,1,5,1,0,44
4/7/2026 13:00,17,Campus crust sitting area,2,26,11,0,19,0,65
4/7/2026 14:00,17,Campus crust sitting area,2,20,7,0,16,0,58
4/7/2026 15:00,17,Campus crust sitting area,2,17,8,0,8,0,52
4/7/2026 16:00,17,Campus crust sitting area,2,12,4,0,6,0,49
4/7/2026 17:00,17,Campus crust sitting area,2,11,3,0,4,0,44
4/7/2026 18:00,17,Campus crust sitting area,2,8,3,0,0,0,45
4/7/2026 19:00,17,Campus crust sitting area,2,12,1,4,0,2,43
4/7/2026 13:00,18,Tech Eatery sitting area,2,27,14,1,24,4,63
4/7/2026 14:00,18,Tech Eatery sitting area,2,23,12,0,18,0,58
4/7/2026 15:00,18,Tech Eatery sitting area,2,20,9,0,12,0,55
4/7/2026 16:00,18,Tech Eatery sitting area,2,15,6,0,6,0,51
4/7/2026 17:00,18,Tech Eatery sitting area,2,17,2,0,3,0,49
4/7/2026 18:00,18,Tech Eatery sitting area,2,14,1,5,5,0,45
4/7/2026 19:00,18,Tech Eatery sitting area,2,12,3,7,4,0,44
4/7/2026 13:00,19,Reflection space seating area,3,2,0,4,0,0,34
4/7/2026 14:00,19,Reflection space seating area,3,1,0,0,0,0,27
4/7/2026 15:00,19,Reflection space seating area,3,2,0,3,0,0,24
4/7/2026 16:00,19,Reflection space seating area,3,0,0,0,0,0,24
4/7/2026 17:00,19,Reflection space seating area,3,2,0,4,0,0,25
4/7/2026 18:00,19,Reflection space seating area,3,3,0,6,0,0,29
4/7/2026 19:00,19,Reflection space seating area,3,6,0,7,0,0,32
4/7/2026 13:00,20,Graduate student lounge sitting area,3,9,2,10,0,0,42
4/7/2026 14:00,20,Graduate student lounge sitting area,3,9,0,6,0,0,37
4/7/2026 15:00,20,Graduate student lounge sitting area,3,9,0,8,0,0,37
4/7/2026 16:00,20,Graduate student lounge sitting area,3,13,0,11,0,0,33
4/7/2026 17:00,20,Graduate student lounge sitting area,3,14,0,10,0,0,32
4/7/2026 18:00,20,Graduate student lounge sitting area,3,18,0,14,0,0,35
4/7/2026 19:00,20,Graduate student lounge sitting area,3,18,0,20,0,0,37
4/7/2026 13:00,21,Krog boardroom sitting area,3,7,3,0,0,0,53
4/7/2026 14:00,21,Krog boardroom sitting area,3,6,1,0,0,0,50
4/7/2026 15:00,21,Krog boardroom sitting area,3,2,0,0,0,0,43
4/7/2026 16:00,21,Krog boardroom sitting area,3,0,0,0,0,0,42
4/7/2026 17:00,21,Krog boardroom sitting area,3,1,0,0,0,0,41
4/7/2026 18:00,21,Krog boardroom sitting area,3,5,1,0,0,0,44
4/7/2026 19:00,21,Krog boardroom sitting area,3,6,1,0,0,0,48
4/7/2026 13:00,22,Multicultural center sitting area,3,12,7,0,0,3,53
4/7/2026 14:00,22,Multicultural center sitting area,3,9,2,0,0,0,47
4/7/2026 15:00,22,Multicultural center sitting area,3,8,2,0,0,0,48
4/7/2026 16:00,22,Multicultural center sitting area,3,5,0,0,0,0,43
4/7/2026 17:00,22,Multicultural center sitting area,3,4,0,0,0,0,45
4/7/2026 18:00,22,Multicultural center sitting area,3,7,0,1,0,0,44
4/7/2026 19:00,22,Multicultural center sitting area,3,9,4,2,0,0,41
4/7/2026 13:00,23,Event Services sitting area,3,4,0,0,0,0,43
4/7/2026 14:00,23,Event Services sitting area,3,0,0,0,0,0,38
4/7/2026 15:00,23,Event Services sitting area,3,0,0,0,0,0,34
4/7/2026 16:00,23,Event Services sitting area,3,0,0,0,0,0,33
4/7/2026 17:00,23,Event Services sitting area,3,0,0,0,0,0,30
4/7/2026 18:00,23,Event Services sitting area,3,0,0,0,0,0,33
4/7/2026 19:00,23,Event Services sitting area,3,2,0,0,0,0,35
4/7/2026 13:00,24,Denning Boardroom Huddle Space,3,2,3,0,0,0,47
4/7/2026 14:00,24,Denning Boardroom Huddle Space,3,0,0,0,0,0,48
4/7/2026 15:00,24,Denning Boardroom Huddle Space,3,0,0,0,0,0,41
4/7/2026 16:00,24,Denning Boardroom Huddle Space,3,1,0,0,0,0,42
4/7/2026 17:00,24,Denning Boardroom Huddle Space,3,0,0,0,0,0,40
4/7/2026 18:00,24,Denning Boardroom Huddle Space,3,0,1,0,0,0,42
4/7/2026 19:00,24,Denning Boardroom Huddle Space,3,5,3,0,0,0,44
4/7/2026 13:00,25,3rd floor long tables sitting area,3,20,7,13,0,0,44
4/7/2026 14:00,25,3rd floor long tables sitting area,3,19,1,14,0,0,42
4/7/2026 15:00,25,3rd floor long tables sitting area,3,17,0,13,0,0,38
4/7/2026 16:00,25,3rd floor long tables sitting area,3,20,0,18,0,0,38
4/7/2026 17:00,25,3rd floor long tables sitting area,3,22,0,18,0,0,36
4/7/2026 18:00,25,3rd floor long tables sitting area,3,23,0,20,0,0,37
4/7/2026 19:00,25,3rd floor long tables sitting area,3,28,0,24,0,0,39
4/7/2026 13:00,26,CSE desk sitting area,3,15,4,9,1,0,42
4/7/2026 14:00,26,CSE desk sitting area,3,10,0,6,0,0,39
4/7/2026 15:00,26,CSE desk sitting area,3,12,0,9,0,0,37
4/7/2026 16:00,26,CSE desk sitting area,3,8,0,9,0,0,36
4/7/2026 17:00,26,CSE desk sitting area,3,13,0,7,0,0,35
4/7/2026 18:00,26,CSE desk sitting area,3,15,0,11,0,0,36
4/7/2026 19:00,26,CSE desk sitting area,3,20,3,14,0,0,36
